check,reward,value
Carwen Barrel Antidote,Iron Armor,1
Carwen Barrel Antidote,Jump,1
Carwen Barrel Antidote,Kotetsu,2
Carwen Barrel Antidote,Magus,1
Carwen Barrel Antidote,Mythril Hammer,1
Carwen Barrel Antidote,Mythril Knife,1
Carwen Barrel Antidote,Orialcon,2
Carwen Barrel Antidote,Pinwheel,1
Carwen Barrel Antidote,Preemptive,2
Carwen Barrel Antidote,Rune Chime,1
Carwen Barrel Antidote,Sasuke,1
Carwen Barrel Antidote,Silk robe,1
Carwen Barrel Antidote,Soot,1
Carwen Barrel Antidote,Speed Drink,1
Carwen Barrel Antidote,Staff,1
Carwen Barrel Antidote,Stealth Suit,1
Carwen Barrel Antidote,Strength,1
Carwen Barrel Antidote,Thunder Rod,1
Carwen Barrel Antidote,Training Suit,1
Carwen Barrel Antidote,Tricorn Hat,1
Carwen Barrel Antidote,Wizard Rod,1
Carwen Box Ice Rod,2-Handed,1
Carwen Box Ice Rod,Air Lance,1
Carwen Box Ice Rod,Angel Ring,1
Carwen Box Ice Rod,Bandana,1
Carwen Box Ice Rod,Barrier,1
Carwen Box Ice Rod,Berserk,1
Carwen Box Ice Rod,Bronze Armor,1
Carwen Box Ice Rod,Conjure,1
Carwen Box Ice Rod,Control,2
Carwen Box Ice Rod,Coronet,2
Carwen Box Ice Rod,Cotton Robe,1
Carwen Box Ice Rod,Cover,1
Carwen Box Ice Rod,Dance,1
Carwen Box Ice Rod,DiamndPlt,1
Carwen Box Ice Rod,Dragon's Whisker,1
Carwen Box Ice Rod,Epee Sword,1
Carwen Box Ice Rod,Ether,1
Carwen Box Ice Rod,Fire Bow,1
Carwen Box Ice Rod,Fire Rod,1
Carwen Box Ice Rod,Flame Scroll,3
Carwen Box Ice Rod,Giant's Gloves,2
Carwen Box Ice Rod,Giyaman,1
Carwen Box Ice Rod,Guard Ring,1
Carwen Box Ice Rod,Ice Rod,24
Carwen Box Ice Rod,Killer Bow,2
Carwen Box Ice Rod,Kodachi,1
Carwen Box Ice Rod,Leather Shield,1
Carwen Box Ice Rod,Leather Shoes,1
Carwen Box Ice Rod,Ogre Killer,1
Carwen Box Ice Rod,Red Shoes,1
Carwen Box Ice Rod,RegalCut,2
Carwen Box Ice Rod,Ribbon,2
Carwen Box Ice Rod,Rod,1
Carwen Box Ice Rod,Rune Chime,1
Carwen Box Ice Rod,Tinkerbell,1
Carwen Box Ice Rod,Training Suit,2
Carwen Box Ice Rod,Tricorn Hat,1
Carwen Box Ice Rod,Wall Ring,1
Carwen Box Ice Rod,Wind Spear,1
Carwen Box Ice Rod,X-Magic,1
Carwen Pot 1000,Analyze,1
Carwen Pot 1000,Ancient Sword,1
Carwen Pot 1000,Angel Ring,1
Carwen Pot 1000,Avis Killer,1
Carwen Pot 1000,Bizen,1
Carwen Pot 1000,CopperPlt,1
Carwen Pot 1000,Cotton Robe,1
Carwen Pot 1000,DarkHood,1
Carwen Pot 1000,DarkMatter,1
Carwen Pot 1000,Darkness Bow,1
Carwen Pot 1000,DragonFang,1
Carwen Pot 1000,Dream Harp,1
Carwen Pot 1000,Equip Spears,1
Carwen Pot 1000,Escape,1
Carwen Pot 1000,Eyedrop,1
Carwen Pot 1000,Flame Scroll,1
Carwen Pot 1000,Flame Whip,1
Carwen Pot 1000,Forged,1
Carwen Pot 1000,Gaia Gear,1
Carwen Pot 1000,Giant's Axe,1
Carwen Pot 1000,Giyaman,1
Carwen Pot 1000,Hide,1
Carwen Pot 1000,Ice Rod,1
Carwen Pot 1000,Lamia's Harp,1
Carwen Pot 1000,Medicine,1
Carwen Pot 1000,Mythril Spear,1
Carwen Pot 1000,Orialcon,1
Carwen Pot 1000,Potion,1
Carwen Pot 1000,Red Lv.2,2
Carwen Pot 1000,Red Shoes,1
Carwen Pot 1000,RegalCut,1
Carwen Pot 1000,Rod,1
Carwen Pot 1000,RuneEdge,1
Carwen Pot 1000,Silver Bow,1
Carwen Pot 1000,Slumber Sword,1
Carwen Pot 1000,Staff of Light,2
Carwen Pot 1000,Thunder Rod,3
Carwen Pot 1000,Venom Rod,1
Carwen Pot 1000,War Hammer,1
Carwen Pot 1000,Water Scroll,1
Carwen Pot 1000,X-Magic,1
Chancellor at Tycoon Healing Staff,Air Lance,1
Chancellor at Tycoon Healing Staff,Antidote,1
Chancellor at Tycoon Healing Staff,Avis Killer,1
Chancellor at Tycoon Healing Staff,Bandana,2
Chancellor at Tycoon Healing Staff,BeastKiller,1
Chancellor at Tycoon Healing Staff,Broadsword,1
Chancellor at Tycoon Healing Staff,Bronze Armor,1
Chancellor at Tycoon Healing Staff,Catch,1
Chancellor at Tycoon Healing Staff,Crystal Helm,1
Chancellor at Tycoon Healing Staff,Crystal Shield,1
Chancellor at Tycoon Healing Staff,Cursed Shield,1
Chancellor at Tycoon Healing Staff,Darkness Bow,1
Chancellor at Tycoon Healing Staff,Diamond Armlet,1
Chancellor at Tycoon Healing Staff,Diamond Armor,1
Chancellor at Tycoon Healing Staff,Diamond Helm,2
Chancellor at Tycoon Healing Staff,DoomCut,1
Chancellor at Tycoon Healing Staff,Dragon's Whisker,1
Chancellor at Tycoon Healing Staff,Elf Cape,1
Chancellor at Tycoon Healing Staff,Enhancer,1
Chancellor at Tycoon Healing Staff,Epee Sword,1
Chancellor at Tycoon Healing Staff,Equip Armors,1
Chancellor at Tycoon Healing Staff,Equip Ribbon,1
Chancellor at Tycoon Healing Staff,Equip Shield,1
Chancellor at Tycoon Healing Staff,Equip Swords,1
Chancellor at Tycoon Healing Staff,Flametongue,1
Chancellor at Tycoon Healing Staff,Flirt,1
Chancellor at Tycoon Healing Staff,Genji Helm,1
Chancellor at Tycoon Healing Staff,Giant's Axe,1
Chancellor at Tycoon Healing Staff,Gold Hairpin,1
Chancellor at Tycoon Healing Staff,Golden Shield,1
Chancellor at Tycoon Healing Staff,Guardian,2
Chancellor at Tycoon Healing Staff,Healing Staff,10
Chancellor at Tycoon Healing Staff,Hero Drink,1
Chancellor at Tycoon Healing Staff,Iron Shield,1
Chancellor at Tycoon Healing Staff,Judgement Staff,1
Chancellor at Tycoon Healing Staff,Lamia's Harp,2
Chancellor at Tycoon Healing Staff,Lamia's Tiara,1
Chancellor at Tycoon Healing Staff,Mythril Armor,1
Chancellor at Tycoon Healing Staff,Partisan,1
Chancellor at Tycoon Healing Staff,Power Drink,1
Chancellor at Tycoon Healing Staff,Pray,1
Chancellor at Tycoon Healing Staff,Protect Drink,1
Chancellor at Tycoon Healing Staff,Red Lv.1,1
Chancellor at Tycoon Healing Staff,RegalCut,1
Chancellor at Tycoon Healing Staff,RuneEdge,1
Chancellor at Tycoon Healing Staff,Sage's Staff,1
Chancellor at Tycoon Healing Staff,Shuriken,1
Chancellor at Tycoon Healing Staff,Slash,1
Chancellor at Tycoon Healing Staff,Slumber Sword,1
Chancellor at Tycoon Healing Staff,Tame,1
Chancellor at Tycoon Healing Staff,Thor Hammer,1
Chancellor at Tycoon Healing Staff,Thornlet,1
Chancellor at Tycoon Healing Staff,Throw,1
Chancellor at Tycoon Healing Staff,Thunder Bow,1
Chancellor at Tycoon Healing Staff,Thunder Whip,1
Chancellor at Tycoon Healing Staff,Training Suit,1
Chancellor at Tycoon Healing Staff,Venom Axe,1
Chancellor at Tycoon Healing Staff,Wind Spear,1
Chancellor at Tycoon Healing Staff,Yoichi Bow,1
Chicken Knife Chicken Knife,AntiMagic Bow,1
Chicken Knife Chicken Knife,Bard's Surplice,1
Chicken Knife Chicken Knife,Barrier,1
Chicken Knife Chicken Knife,BeastKiller,1
Chicken Knife Chicken Knife,Brave Blade,1
Chicken Knife Chicken Knife,Bronze Armor,1
Chicken Knife Chicken Knife,Bronze Shield,1
Chicken Knife Chicken Knife,Chicken Knife,20
Chicken Knife Chicken Knife,Conjure,1
Chicken Knife Chicken Knife,CornaJar,1
Chicken Knife Chicken Knife,Cotton Robe,1
Chicken Knife Chicken Knife,Cursed Ring,1
Chicken Knife Chicken Knife,DrgnCrest,1
Chicken Knife Chicken Knife,Elixir,1
Chicken Knife Chicken Knife,Elven Bow,1
Chicken Knife Chicken Knife,Equip Axes,1
Chicken Knife Chicken Knife,Ether,2
Chicken Knife Chicken Knife,Flame Scroll,1
Chicken Knife Chicken Knife,Flame Whip,1
Chicken Knife Chicken Knife,Flametongue,1
Chicken Knife Chicken Knife,Giant's Gloves,1
Chicken Knife Chicken Knife,Gold Hairpin,1
Chicken Knife Chicken Knife,Golden Helm,1
Chicken Knife Chicken Knife,IceBrand,1
Chicken Knife Chicken Knife,Kaiser Knuckles,1
Chicken Knife Chicken Knife,Kick,1
Chicken Knife Chicken Knife,Killer Bow,1
Chicken Knife Chicken Knife,Kodachi,1
Chicken Knife Chicken Knife,Lamia's Tiara,1
Chicken Knife Chicken Knife,Leather Shield,1
Chicken Knife Chicken Knife,LuckMallet,1
Chicken Knife Chicken Knife,Mimic,1
Chicken Knife Chicken Knife,Mythril Hammer,1
Chicken Knife Chicken Knife,Mythril Shield,1
Chicken Knife Chicken Knife,OmegaMedl,2
Chicken Knife Chicken Knife,Potion,1
Chicken Knife Chicken Knife,Power Staff,1
Chicken Knife Chicken Knife,Power Wrist,1
Chicken Knife Chicken Knife,Pray,1
Chicken Knife Chicken Knife,Ribbon,1
Chicken Knife Chicken Knife,Silver Plate,1
Chicken Knife Chicken Knife,Smoke,1
Chicken Knife Chicken Knife,Speed Drink,1
Chicken Knife Chicken Knife,Staff of Light,1
Chicken Knife Chicken Knife,Stealth Suit,1
Chicken Knife Chicken Knife,Tent,1
Chicken Knife Chicken Knife,Thief Knife,1
Chicken Knife Chicken Knife,Thief's Glove,1
Chicken Knife Chicken Knife,Thunder Whip,1
Chicken Knife Chicken Knife,TurtleShell,1
Chicken Knife Chicken Knife,Whip,1
Chicken Knife Chicken Knife,Wizard Rod,1
Chicken Knife Chicken Knife,Yoichi Bow,1
Chim.Brain New,Aegis Shield,1
Chim.Brain New,Angel Ring,1
Chim.Brain New,AntiMagic Bow,2
Chim.Brain New,Artemis Bow,1
Chim.Brain New,Assassin,2
Chim.Brain New,Avis Killer,2
Chim.Brain New,Coral Ring,1
Chim.Brain New,Crystal Armor,1
Chim.Brain New,Crystal Shield,1
Chim.Brain New,DarkSuit,1
Chim.Brain New,DblLance,3
Chim.Brain New,Defender Sword,3
Chim.Brain New,DiamndPlt,1
Chim.Brain New,Diamond Shield,2
Chim.Brain New,Earth Hammer,1
Chim.Brain New,Elf Cape,2
Chim.Brain New,Flame Ring,1
Chim.Brain New,Genji Gloves,3
Chim.Brain New,Genji Helm,1
Chim.Brain New,Genji Shield,1
Chim.Brain New,Gold Hairpin,4
Chim.Brain New,Holy Lance,1
Chim.Brain New,Masamune,2
Chim.Brain New,Mirage Vest,2
Chim.Brain New,Ribbon,2
Chim.Brain New,Running Shoes,1
Chim.Brain New,Thor Hammer,1
Chim.Brain New,Tinkerbell,2
Chim.Brain New,Wizard Rod,1
CornaJar at Kelb CornaJar,2-Handed,2
CornaJar at Kelb CornaJar,Analyze,1
CornaJar at Kelb CornaJar,Bone Mail,1
CornaJar at Kelb CornaJar,Bronze Helm,1
CornaJar at Kelb CornaJar,Catch,1
CornaJar at Kelb CornaJar,Counter,1
CornaJar at Kelb CornaJar,Crystal Shield,1
CornaJar at Kelb CornaJar,Dagger,1
CornaJar at Kelb CornaJar,Dbl Grip,1
CornaJar at Kelb CornaJar,Defender Sword,1
CornaJar at Kelb CornaJar,Drink,1
CornaJar at Kelb CornaJar,Elixir,1
CornaJar at Kelb CornaJar,Equip Harps,1
CornaJar at Kelb CornaJar,Equip Ribbon,1
CornaJar at Kelb CornaJar,Equip Rods,1
CornaJar at Kelb CornaJar,Evade,1
CornaJar at Kelb CornaJar,Genji Shield,1
CornaJar at Kelb CornaJar,GilToss,1
CornaJar at Kelb CornaJar,Gold Hairpin,1
CornaJar at Kelb CornaJar,Guardian,2
CornaJar at Kelb CornaJar,HiPotion,1
CornaJar at Kelb CornaJar,Iron Armor,2
CornaJar at Kelb CornaJar,Iron Helm,1
CornaJar at Kelb CornaJar,Javelin,1
CornaJar at Kelb CornaJar,Jump,1
CornaJar at Kelb CornaJar,Kaiser Knuckles,1
CornaJar at Kelb CornaJar,Kick,1
CornaJar at Kelb CornaJar,Knife,1
CornaJar at Kelb CornaJar,Leather Shield,1
CornaJar at Kelb CornaJar,Lillith Rod,1
CornaJar at Kelb CornaJar,OmegaMedl,1
CornaJar at Kelb CornaJar,Orialcon,1
CornaJar at Kelb CornaJar,Phoenix Down,1
CornaJar at Kelb CornaJar,Power Drink,1
CornaJar at Kelb CornaJar,Power Wrist,1
CornaJar at Kelb CornaJar,Protect Drink,2
CornaJar at Kelb CornaJar,Ramuh,2
CornaJar at Kelb CornaJar,RegalCut,1
CornaJar at Kelb CornaJar,Revive,1
CornaJar at Kelb CornaJar,Revivify,1
CornaJar at Kelb CornaJar,Ribbon,3
CornaJar at Kelb CornaJar,RuneEdge,1
CornaJar at Kelb CornaJar,Silk robe,1
CornaJar at Kelb CornaJar,Silver Bow,1
CornaJar at Kelb CornaJar,Soot,1
CornaJar at Kelb CornaJar,Spear,1
CornaJar at Kelb CornaJar,Speed Drink,1
CornaJar at Kelb CornaJar,Strength,1
CornaJar at Kelb CornaJar,Thor Hammer,1
CornaJar at Kelb CornaJar,Thunder Bow,1
CornaJar at Kelb CornaJar,Thunder Scroll,1
CornaJar at Kelb CornaJar,Thunder Whip,1
CornaJar at Kelb CornaJar,Tricorn Hat,1
CornaJar at Kelb CornaJar,TurtleShell,1
CornaJar at Kelb CornaJar,Water Scroll,2
CornaJar at Kelb CornaJar,White Robe,1
CornaJar at Kelb CornaJar,X-Magic,1
Crayclaw New,AntiMagic Bow,1
Crayclaw New,Artemis Bow,3
Crayclaw New,Assassin,1
Crayclaw New,Avis Killer,2
Crayclaw New,Coral Ring,1
Crayclaw New,Crystal Helm,1
Crayclaw New,Crystal Shield,2
Crayclaw New,DarkSuit,1
Crayclaw New,Defender Sword,2
Crayclaw New,DiamndPlt,1
Crayclaw New,Earth Hammer,3
Crayclaw New,Elf Cape,1
Crayclaw New,Enhancer,3
Crayclaw New,Excailbur,2
Crayclaw New,Excalibur,1
Crayclaw New,Flame Ring,1
Crayclaw New,Genji Gloves,3
Crayclaw New,Genji Shield,1
Crayclaw New,Gold Hairpin,4
Crayclaw New,Judgement Staff,1
Crayclaw New,Magic Lamp,1
Crayclaw New,Masamune,3
Crayclaw New,Mirage Vest,1
Crayclaw New,Murasume,2
Crayclaw New,Ribbon,2
Crayclaw New,Rune Axe,1
Crayclaw New,Running Shoes,1
Crayclaw New,Sasuke,1
Crayclaw New,Tempest,2
Crayclaw New,Thor Hammer,2
Crayclaw New,Wizard Rod,3
Earth Crystal Chemist,Aegis Shield,1
Earth Crystal Chemist,Air Blade,1
Earth Crystal Chemist,Ancient Sword,1
Earth Crystal Chemist,AntiMagic Bow,1
Earth Crystal Chemist,Battle Axe,1
Earth Crystal Chemist,Brave Blade,1
Earth Crystal Chemist,Bronze Armor,1
Earth Crystal Chemist,Chain Whip,2
Earth Crystal Chemist,Chicken Knife,1
Earth Crystal Chemist,Circlet,1
Earth Crystal Chemist,Crystal Shield,1
Earth Crystal Chemist,Dance,1
Earth Crystal Chemist,Defender Sword,1
Earth Crystal Chemist,Diamond Shield,1
Earth Crystal Chemist,DoomCut,1
Earth Crystal Chemist,Earth Hammer,1
Earth Crystal Chemist,Elven Bow,2
Earth Crystal Chemist,Equip Armors,1
Earth Crystal Chemist,Equip Katana,1
Earth Crystal Chemist,Eyedrop,1
Earth Crystal Chemist,Flame Ring,1
Earth Crystal Chemist,Flame Whip,1
Earth Crystal Chemist,Gaia Gear,1
Earth Crystal Chemist,Giant's Gloves,1
Earth Crystal Chemist,GrnBeret,2
Earth Crystal Chemist,Guardian,1
Earth Crystal Chemist,Healing Staff,1
Earth Crystal Chemist,Hide,1
Earth Crystal Chemist,Ice Rod,1
Earth Crystal Chemist,Kick,1
Earth Crystal Chemist,Kotetsu,1
Earth Crystal Chemist,Leather Armor,1
Earth Crystal Chemist,Leather Cap,1
Earth Crystal Chemist,Lillith Rod,1
Earth Crystal Chemist,Maiden's Kiss,1
Earth Crystal Chemist,Mantra,1
Earth Crystal Chemist,Morning Star,1
Earth Crystal Chemist,Mythril Staff,2
Earth Crystal Chemist,Mythril Sword,1
Earth Crystal Chemist,Ogre Killer,1
Earth Crystal Chemist,Orialcon,1
Earth Crystal Chemist,Power Staff,1
Earth Crystal Chemist,Preemptive,1
Earth Crystal Chemist,Ragnarok,1
Earth Crystal Chemist,Rainbow Dress,1
Earth Crystal Chemist,RegalCut,2
Earth Crystal Chemist,RisingSun,1
Earth Crystal Chemist,Silver Armlet,2
Earth Crystal Chemist,Silver Plate,1
Earth Crystal Chemist,Smoke,1
Earth Crystal Chemist,Staff,1
Earth Crystal Chemist,Thunder Rod,1
Earth Crystal Chemist,Tiger Mask,1
Earth Crystal Chemist,Trident,1
Earth Crystal Chemist,Venom Axe,1
Earth Crystal Chemist,Wall Ring,1
Earth Crystal Chemist,Whip,1
Earth Crystal Chemist,Wizard Rod,2
Earth Crystal Dancer,Ancient Sword,1
Earth Crystal Dancer,Apollo's Harp,1
Earth Crystal Dancer,Battle Axe,1
Earth Crystal Dancer,BeastKiller,1
Earth Crystal Dancer,Bronze Armor,1
Earth Crystal Dancer,Combine,1
Earth Crystal Dancer,CopperPlt,1
Earth Crystal Dancer,Coral Sword,1
Earth Crystal Dancer,Crystal Armor,1
Earth Crystal Dancer,DarkSuit,1
Earth Crystal Dancer,DblLance,2
Earth Crystal Dancer,Diamond Helm,1
Earth Crystal Dancer,Diamond Shield,1
Earth Crystal Dancer,DragonFang,1
Earth Crystal Dancer,Drain Sword,1
Earth Crystal Dancer,Equip Armors,1
Earth Crystal Dancer,Equip Ribbon,1
Earth Crystal Dancer,Fire Bow,1
Earth Crystal Dancer,Fire Rod,1
Earth Crystal Dancer,Flame Scroll,2
Earth Crystal Dancer,Flame Whip,1
Earth Crystal Dancer,Gaia Gear,1
Earth Crystal Dancer,Genji Armor,1
Earth Crystal Dancer,Giant Drink,1
Earth Crystal Dancer,Giyaman,1
Earth Crystal Dancer,Gold Hairpin,1
Earth Crystal Dancer,Golden Helm,1
Earth Crystal Dancer,Hero Drink,1
Earth Crystal Dancer,Jump,1
Earth Crystal Dancer,Killer Bow,1
Earth Crystal Dancer,Kodachi,1
Earth Crystal Dancer,Kotetsu,1
Earth Crystal Dancer,Leather Armor,1
Earth Crystal Dancer,Leather Cap,1
Earth Crystal Dancer,Leather Shield,1
Earth Crystal Dancer,Lillith Rod,2
Earth Crystal Dancer,Mythril Armor,1
Earth Crystal Dancer,Mythril Helm,1
Earth Crystal Dancer,Ogre Killer,1
Earth Crystal Dancer,Orialcon,2
Earth Crystal Dancer,Potion,1
Earth Crystal Dancer,Power Staff,1
Earth Crystal Dancer,Revive,1
Earth Crystal Dancer,RisingSun,1
Earth Crystal Dancer,Rune Axe,1
Earth Crystal Dancer,Rune Chime,1
Earth Crystal Dancer,Silver Plate,1
Earth Crystal Dancer,Soft,1
Earth Crystal Dancer,SwdSlap,1
Earth Crystal Dancer,Thornlet,1
Earth Crystal Dancer,Tricorn Hat,1
Earth Crystal Dancer,TurtleShell,1
Earth Crystal Dancer,Venom Axe,1
Earth Crystal Dancer,Venom Rod,2
Earth Crystal Dancer,War Hammer,2
Earth Crystal Dancer,Water Scroll,2
Earth Crystal Dragoon,Angel Ring,1
Earth Crystal Dragoon,Antidote,1
Earth Crystal Dragoon,Battle Axe,2
Earth Crystal Dragoon,Blue,1
Earth Crystal Dragoon,Bone Mail,1
Earth Crystal Dragoon,Brave Blade,1
Earth Crystal Dragoon,Brawl,1
Earth Crystal Dragoon,Catch,1
Earth Crystal Dragoon,Caution,1
Earth Crystal Dragoon,Chicken Knife,1
Earth Crystal Dragoon,Control,1
Earth Crystal Dragoon,Coral Ring,2
Earth Crystal Dragoon,Coronet,1
Earth Crystal Dragoon,Cover,2
Earth Crystal Dragoon,Crystal Shield,1
Earth Crystal Dragoon,Cursed Ring,1
Earth Crystal Dragoon,Dagger,2
Earth Crystal Dragoon,DarkSuit,1
Earth Crystal Dragoon,DblLance,1
Earth Crystal Dragoon,Diamond Armor,1
Earth Crystal Dragoon,Dragoon Lance,1
Earth Crystal Dragoon,Drain Sword,1
Earth Crystal Dragoon,Dream Harp,1
Earth Crystal Dragoon,DrgnSwd,2
Earth Crystal Dragoon,Drink,2
Earth Crystal Dragoon,Elven Bow,1
Earth Crystal Dragoon,Epee Sword,1
Earth Crystal Dragoon,Equip Armors,1
Earth Crystal Dragoon,Equip Bows,1
Earth Crystal Dragoon,Escape,1
Earth Crystal Dragoon,Flame Whip,1
Earth Crystal Dragoon,Gaia Gear,1
Earth Crystal Dragoon,Gale Bow,2
Earth Crystal Dragoon,Giant's Axe,1
Earth Crystal Dragoon,GilToss,2
Earth Crystal Dragoon,Glasses,1
Earth Crystal Dragoon,Golden Armor,2
Earth Crystal Dragoon,Gungnir,2
Earth Crystal Dragoon,Ice Rod,1
Earth Crystal Dragoon,Image,2
Earth Crystal Dragoon,Iron Helm,1
Earth Crystal Dragoon,Katana,1
Earth Crystal Dragoon,Knife,1
Earth Crystal Dragoon,Kodachi,2
Earth Crystal Dragoon,Leather Armor,1
Earth Crystal Dragoon,Leather Cap,1
Earth Crystal Dragoon,LuckMallet,2
Earth Crystal Dragoon,Lumina Robe,1
Earth Crystal Dragoon,Magus,1
Earth Crystal Dragoon,Mythril Staff,1
Earth Crystal Dragoon,Orialcon,1
Earth Crystal Dragoon,Pinwheel,1
Earth Crystal Dragoon,Potion,1
Earth Crystal Dragoon,Power Staff,1
Earth Crystal Dragoon,Pray,1
Earth Crystal Dragoon,Red Lv.2,1
Earth Crystal Dragoon,Running Shoes,1
Earth Crystal Dragoon,Silver Armlet,1
Earth Crystal Dragoon,Soot,1
Earth Crystal Dragoon,Speed Drink,1
Earth Crystal Dragoon,Staff,1
Earth Crystal Dragoon,Water Scroll,1
Earth Crystal Dragoon,Whip,1
Earth Crystal Dragoon,Wind Spear,1
Earth Crystal Samurai,Agility,1
Earth Crystal Samurai,Air Lance,1
Earth Crystal Samurai,Angel Gwn,2
Earth Crystal Samurai,Apollo's Harp,1
Earth Crystal Samurai,Avis Killer,1
Earth Crystal Samurai,Bandana,1
Earth Crystal Samurai,Barrier,1
Earth Crystal Samurai,Blue,1
Earth Crystal Samurai,Brawl,3
Earth Crystal Samurai,Bronze Armor,1
Earth Crystal Samurai,BuildUp,2
Earth Crystal Samurai,Cabin,1
Earth Crystal Samurai,Capture,1
Earth Crystal Samurai,Caution,1
Earth Crystal Samurai,Coral Sword,2
Earth Crystal Samurai,Coronet,1
Earth Crystal Samurai,Cover,1
Earth Crystal Samurai,DarkMatter,1
Earth Crystal Samurai,Defender Sword,1
Earth Crystal Samurai,DragonFang,1
Earth Crystal Samurai,DrgnCrest,1
Earth Crystal Samurai,Earth Hammer,1
Earth Crystal Samurai,Equip Katana,1
Earth Crystal Samurai,Equip Shield,2
Earth Crystal Samurai,Equip Spears,1
Earth Crystal Samurai,Excailbur,1
Earth Crystal Samurai,Excalibur,1
Earth Crystal Samurai,Flame Ring,1
Earth Crystal Samurai,Giant's Gloves,1
Earth Crystal Samurai,Glasses,1
Earth Crystal Samurai,Gold Hairpin,1
Earth Crystal Samurai,Guard Ring,1
Earth Crystal Samurai,Hero Drink,2
Earth Crystal Samurai,Ice Bow,1
Earth Crystal Samurai,Jump,1
Earth Crystal Samurai,Leather Cap,1
Earth Crystal Samurai,Lumina Robe,1
Earth Crystal Samurai,ManEater,2
Earth Crystal Samurai,Mythril Staff,1
Earth Crystal Samurai,Mythril Sword,1
Earth Crystal Samurai,Ogre Killer,1
Earth Crystal Samurai,Orialcon,1
Earth Crystal Samurai,Power Drink,1
Earth Crystal Samurai,Pray,1
Earth Crystal Samurai,Rune Axe,1
Earth Crystal Samurai,Rune Chime,1
Earth Crystal Samurai,Sage's Staff,1
Earth Crystal Samurai,Shoat,2
Earth Crystal Samurai,Slash,1
Earth Crystal Samurai,Slumber Sword,1
Earth Crystal Samurai,Soot,1
Earth Crystal Samurai,Staff,1
Earth Crystal Samurai,Strength,1
