,check,reward,mib,seed
131,Karnak Castle Chest Guardian,Lamia's Tiara,MIB,9604770
132,Karnak Town Barrel Fire Rod,Giant's Axe,,9604770
133,Steamship Chest Cabin,25000 gil,,9604770
134,Steamship Chest Phoenix Down,Soft,,9604770
135,Steamship Chest Elixir,10000 gil,,9604770
136,Steamship Chest GrnBeret,Ancient Sword,,9604770
137,Steamship Chest Thief's Glove,War Hammer,,9604770
138,Ancient Library Chest Ether,10000 gil,,9604770
139,Ancient Library Chest Phoenix Down,DarkHood,,9604770
140,Ancient Library Chest Stealth Suit,100 gil,,9604770
141,Jacole Cave Chest Shuriken,2500 gil,,9604770
142,Jacole Cave Chest Tent,20000 gil,,9604770
143,Ruined City Chest Shuriken,9000 gil,,9604770
144,Ruined City Chest Size,5000 gil,,9604770
145,Flying Lonka Ruins Chest Golden Armor,Morning Star,,9604770
146,Flying Lonka Ruins Chest Elixir,MP +X%,,9604770
147,Flying Lonka Ruins Chest Phoenix Down,Mythril Staff,,9604770
148,Flying Lonka Ruins Chest Golden Shield,MgcSword Ability Progressive,,9604770
149,Steamship Chest Mythril Glove,Equip Rods,,9604770
150,Steamship Chest Full Moon,Flame Whip,,9604770
151,Flying Lonka Ruins Chest Hi-Potion,10000 gil,,9604770
152,Flying Lonka Ruins Chest 5000,Dancing Dagger,,9604770
153,Flying Lonka Ruins Chest Shuriken,12000 gil,,9604770
154,Flying Lonka Ruins Chest Ancient Sword,Coronet,,9604770
155,Flying Lonka Ruins Chest Full Moon,Partisan,,9604770
156,Flying Lonka Ruins Chest Power Wrist,Sylph->Crbnkl->Phenix->Syldra,,9604770
157,Flying Lonka Ruins Chest Ether,HiPotion,,9604770
158,Flying Lonka Ruins Chest Cabin,Wind Spear,,9604770
159,Exdeath's Castle Chest Ether,Phoenix Down,,9604770
160,Exdeath's Castle Chest Diamond Shield,GuardOff->Hammer->MghtyGrd,,9604770
161,Exdeath's Castle Chest Ice Shield,????->Fusion->Exploder->DrkShock,,9604770
162,Exdeath's Castle Chest Elixir,Gaia Gear,,9604770
163,Exdeath's Castle Chest Gale Bow,Knife,,9604770
164,Exdeath's Castle Chest IceBrand,OmegaMedl,,9604770
165,Exdeath's Castle Chest Kotetsu,Mage Masher,,9604770
166,Exdeath's Castle Chest 9900,Angel Gwn,,9604770
167,Exdeath's Castle Chest 8000,4400 gil,,9604770
168,Exdeath's Castle Chest DblLance,2000 gil,,9604770
169,Exdeath's Castle Chest Partisan,Chocob->Titan->Golem->Odin,,9604770
170,Exdeath's Castle Chest Pinwheel,12000 gil,,9604770
171,Moogle Cave Chest 4400,12000 gil,,9604770
172,Moogle Cave Chest Phoenix Down,Analyze,,9604770
173,Moogle Village Chest Cabin,Slumber Sword,,9604770
174,Moogle Village Chest Dancing Dagger,DarkSuit,,9604770
175,Moogle Village Chest 1,Mute->Size->Bersk,,9604770
176,Moogle Village Chest 10000,300 gil,,9604770
177,Moogle Village Chest Phoenix Down,Throw,,9604770
178,Moogle Village Chest Ether,Shiva->Ramuh->Ifrit->Bahmut,,9604770
179,Moogle Village Chest Elf Cape,Magic->Love@Song,,9604770
180,Bal Castle Chest Angel Gwn,Flame Scroll,,9604770
181,Bal Castle Chest Hero Drink,Hero Drink,,9604770
182,Bal Castle Chest Exit,2000 gil,,9604770
183,Hiryuu Valley Skull Bone Mail,Mute->Psych->Holy Sword,,9604770
184,Hiryuu Valley Chest 5000,8000 gil,,9604770
185,Hiryuu Valley Chest Cabin,10000 gil,,9604770
186,Hiryuu Valley Chest 7000,Mimic Job Crystal,,9604770
187,Hiryuu Valley Chest Coronet,Brawl,,9604770
188,Hiryuu Valley Chest Air Blade,20000 gil,,9604770
189,Hiryuu Valley Chest Phoenix Down,150 gil,,9604770
190,Surgate Castle Chest 5000,L4Qrter->L3Flare->L2Old->L5Doom,,9604770
191,Surgate Castle Chest Float,9500 gil,,9604770
192,Barrier Tower Chest Drain Sword,DoomCut,,9604770
193,Barrier Tower Chest 9000,GbnPnch->Emision->Missle->Blwfsh,,9604770
194,Barrier Tower Chest 18000,Kotetsu,MIB,9604770
195,Barrier Tower Chest Gold Hairpin,White Robe,MIB,9604770
196,Mua Town Barrel Guardian,Shiva->Ramuh->Ifrit->Bahmut,,9604770
197,Mua Forest Chest 2500,Ribbon,,9604770
198,Mua Forest Chest Ether,Mirage Vest,,9604770
199,Mua Forest Chest 4900,15000 gil,,9604770
200,Mua Forest Chest Phoenix Down,Phoenix Down,,9604770
201,Mua Forest Chest 9500,Enhancer,,9604770
202,Mua Forest Chest Soot,18000 gil,,9604770
203,Mua Forest Chest Flametongue,Judgement Staff,,9604770
204,Mua Forest Chest Cabin,Cabin,,9604770
205,Mua Forest Chest Giant Drink,12000 gil,,9604770
206,Mua Forest Chest Elixir,Flame Scroll,,9604770
207,Mua Forest Chest Morning Star,Revive,,9604770
208,Solitary Island Chest Ether,Evade,,9604770
209,Solitary Island Chest DragonFang,DragonFang,MIB,9604770
210,Pyramid Chest Elixir,Venom Axe,,9604770
211,Pyramid Chest Black Robe,Ice Bow,MIB,9604770
212,Pyramid Chest Thornlet,Earth Bell,MIB,9604770
213,Pyramid Chest DarkMatter,Bard's Surplice,MIB,9604770
214,Pyramid Chest Crystal Armor,Gale Bow,MIB,9604770
215,Pyramid Chest Cursed Ring,Cursed Shield,,9604770
216,Pyramid Chest Ice Shield,HiPotion,MIB,9604770
217,Pyramid Chest Flame Shield,Gold Hairpin,,9604770
218,Pyramid Chest White Robe,Lumina Robe,,9604770
219,Pyramid Chest DarkSuit,Crystal Helm,MIB,9604770
220,Pyramid Chest 9000,CopperPlt,MIB,9604770
221,Pyramid Chest 8000,Kunai,,9604770
222,Pyramid Chest Earth Hammer,Dream Harp,,9604770
223,Pyramid Chest 10000,Lamia's Tiara,,9604770
224,Pyramid Chest Cabin,Ice Shield,,9604770
225,Pyramid Chest 12000,Freelancer Job Crystal,,9604770
226,Pyramid Chest Guard Ring,Wind Spear,MIB,9604770
227,Pyramid Chest Ribbon,Thief Knife,MIB,9604770
228,Pyramid Chest Gold Hairpin,Rainbow Dress,,9604770
229,Solitary Island Chest 12000,9000 gil,,9604770
230,Solitary Island Chest Hi-Potion,Gungnir,MIB,9604770
231,Solitary Island Chest Protect Drink,Diamond Shield,,9604770
232,Solitary Island Chest BeastKiller,Cursed Shield,,9604770
233,Solitary Island Chest RisingSun,Ogre Killer,,9604770
234,Solitary Island Chest Guard Ring,Bandana,,9604770
235,Solitary Island Chest Crystal Helm,Bolt Black Magic Progressive,,9604770
236,Solitary Island Chest 9000,Sleep->Bio->Flare Sword,,9604770
237,Solitary Island Chest Elixir,Stealth Suit,,9604770
238,Solitary Island Chest DarkMatter,Venom->Drain->Break,,9604770
239,Solitary Island Chest Circlet,Mimic,,9604770
240,Fork Tower L. Chest Ether,BeastKiller,,9604770
241,Fork Tower L. Chest Wonder Wand,Monk Job Crystal,,9604770
242,Fork Tower R. Chest Hi-Potion,12000 gil,,9604770
243,Fork Tower R. Chest Defender Sword,5000 gil,,9604770
244,Great Trench Chest Water Scroll,RegalCut,,9604770
245,Great Trench Chest Flame Ring,Ice Sword Magic Progressive,,9604770
246,Great Trench Chest DragonFang,490 gil,,9604770
247,Great Trench Chest Ether,15000 gil,,9604770
248,Great Trench Chest Phoenix Down,Red1->Red2->Red3->X-Magic,,9604770
249,Great Trench Chest Kaiser Knuckles,Leather Cap,,9604770
250,Istory Falls Chest Ether,Ether,,9604770
251,Istory Falls Chest TurtleShell,Thor Hammer,,9604770
252,Istory Falls Chest Air Lance,Angel Gwn,,9604770
253,Istory Falls Chest Giant Drink,Bizen,,9604770
254,Istory Falls Chest RuneEdge,Golden Armor,,9604770
255,Istory Falls Chest Guard Ring,Mirage Vest,,9604770
256,Istory Falls Chest Wall Ring,Wall Ring,,9604770
257,Istory Falls Chest Phoenix Down,2000 gil,,9604770
258,Istory Falls Chest Enhancer,Flash->Time Slip->DethClaw,,9604770
259,Istory Falls Chest 12000,Wonder Wand,,9604770
260,Istory Falls Chest Artemis Bow,2000 gil,,9604770
261,Istory Falls Chest Pinwheel,9000 gil,,9604770
262,Istory Falls Chest Aegis Shield,Dream Harp,,9604770
263,Istory Falls Chest Giant's Axe,490 gil,,9604770
264,Phoenix Tower Pot 5000,Dagger,MIB,9604770
265,Phoenix Tower Pot Phoenix Down,Assassin,MIB,9604770
266,Phoenix Tower Pot 10000,Mythril Hammer,MIB,9604770
267,Phoenix Tower Pot 15000,Flail,,9604770
268,Phoenix Tower Pot 20000,Diamond Armor,,9604770
269,Phoenix Tower Pot Avis Killer,Iron Helm,,9604770
270,Phoenix Tower Pot 25000,Kaiser Knuckles,,9604770
271,Mirage Village Barrel Thief Knife,1000 gil,,9604770
272,Rift (Ruins) Chest Ether,Earth Bell,,9604770
273,Rift (Ruins) Chest Cabin,Giyaman,,9604770
274,Rift (Ruins) Chest Elixir,Ether,,9604770
275,Rift (Ruins) Chest DarkMatter,Giant's Gloves,,9604770
276,Rift (Ruins) Chest Drain Sword,Agility,,9604770
277,Rift (Forest) Chest DragonFang,2000 gil,,9604770
278,Rift (Forest) Chest Ribbon,100 gil,,9604770
279,Rift (Forest) Chest Enhancer,Antdt->Image->Heal,,9604770
280,Rift (Forest) Chest Lillith Rod,1000 gil,,9604770
281,Rift (Cave) Chest Angel Ring,Whip,,9604770
282,Rift (Cave) Chest Coral Ring,Yoichi Bow,,9604770
283,Rift (Castle) Chest Thor Hammer,DblLance,,9604770
284,Rift (Castle) Chest Running Shoes,Whip,,9604770
285,Rift (Castle) Chest Red Shoes,Bronze Helm,,9604770
286,Rift (Castle) Chest Rainbow Dress,Shiva->Ramuh->Ifrit->Bahmut,,9604770
287,Rift (Castle) Chest ManEater,Training Suit,,9604770
288,The Void Chest Pinwheel,Bronze Shield,,9604770
289,The Void Chest Elixir,18000 gil,,9604770
290,The Void Chest Ragnarok,Running Shoes,MIB,9604770
291,WingRaptor New,Holy Lance,,9604770
292,Siren New,DoomCut,,9604770
293,Magisa & Forza New,DarkSuit,,9604770
294,Sergeant & DeathClaw New,Holy Lance,,9604770
295,ArchaeAvis New,Crystal Armor,,9604770
296,Chim.Brain New,Sasuke,,9604770
297,Titan New,Thor Hammer,,9604770
298,Gilgamesh 1 New,Aegis Shield,,9604770
299,Gilgamesh 2 New,Diamond Shield,,9604770
300,HiryuuPlant New,Genji Gloves,,9604770
301,Gilgamesh 3 & Enkidou New,AntiMagic Bow,,9604770
302,Carbunkle New,Crystal Armor,,9604770
303,Odin New,Gold Hairpin,,9604770
304,Stalker New,Murasume,,9604770
305,Bahamut New,Ribbon,,9604770
306,Ifrit New,Crystal Shield,,9604770
307,Shiva New,Running Shoes,,9604770
308,Crayclaw New,Judgement Staff,,9604770
0,Wind Crystal Knight,Broadsword,,8787629
1,Wind Crystal BlueMage,Barrier,,8787629
2,Wind Crystal BlackMage,GrnBeret,,8787629
3,Wind Crystal WhiteMage,Shiva->Ramuh->Ifrit->Bahmut,,8787629
4,Wind Crystal Monk,Image,,8787629
5,Wind Crystal Thief,Flame Scroll,,8787629
6,Fire Crystal Mediator,Knife,,8787629
7,Fire Crystal Geomancer,Hunter Job Crystal,,8787629
8,Fire Crystal Ninja,DrgnSwd,,8787629
9,Black Choco Crystals Bard,Phoenix Down,,8787629
10,Black Choco Crystals Hunter,Venom Axe,,8787629
11,Earth Crystal Samurai,Steal,,8787629
12,Earth Crystal Dragoon,Yoichi Bow,,8787629
13,Earth Crystal Chemist,Gungnir,,8787629
14,Earth Crystal Dancer,Antdt->Image->Heal,,8787629
15,Leviathan Esper Levia,DarkHood,,8787629
16,Titan Titan,Bronze Helm,,8787629
17,Carbuncle Crbnkl,Flash->Time Slip->DethClaw,,8787629
18,Syldra Syldra,Equip Armors,,8787629
19,Odin Odin,DiamndPlt,,8787629
20,Phoenix Phenix,TurtleShell,,8787629
21,Bahamut Bahmut,TurtleShell,,8787629
22,Life (or Strength) Song from Crescent Town bard Vitality,Mythril Spear,,8787629
23,Temptation Song at Lix Charm,Freelancer Job Crystal,,8787629
24,Love Song at Istory Love,Genji Gloves,,8787629
25,Requiem Song at Kelb Requiem,Speed->Requiem Song,,8787629
26,Speed Song at Surgate Speed,Equip Shield,,8787629
27,Magic Song at Ancient Library Magic,Sylph->Crbnkl->Phenix->Syldra,,8787629
28,Power Song from Crescent Town Power,Armor->Shell->Wall->Dispel,,8787629
29,Hero Song from Crescent Town Hero,Power->Vitality Song,,8787629
30,"Fork Tower, two Magics Holy",Mythril Glove,,8787629
31,"Fork Tower, two Magics Flare",Counter,,8787629
32,Meteo Meteo,Avis Killer,,8787629
33,"5 potions in Wind Shrine, bottom left guy Potion",Sleep->Bio->Flare Sword,,8787629
34,"8 potions, Pirate after Torna Canal Key acquired Potion",CopperPlt,,8787629
35,Chancellor at Tycoon Healing Staff,Armor->Shell->Wall->Dispel,,8787629
36,Magisa & Forza Mythril Helm,Crystal Helm,,8787629
37,CornaJar at Kelb CornaJar,Caution,,8787629
38,Ribbon from girl in Rugor Ribbon,Speed Drink,,8787629
39,Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,WhiteMage Job Crystal,,8787629
40,12 Kuzar Events Assassin,Remora->Shoat->Levia,,8787629
41,12 Kuzar Events Apollo's Harp,Flirt,,8787629
42,12 Kuzar Events Excalibur,Catch,,8787629
43,12 Kuzar Events Flame Whip,Bolt Sword Magic Progressive,,8787629
44,12 Kuzar Events Earth Bell,Animals->Aim->X-Fight,,8787629
45,12 Kuzar Events Holy Lance,Chocob->Titan->Golem->Odin,,8787629
46,12 Kuzar Events Masamune,Dagger,,8787629
47,12 Kuzar Events Wizard Rod,Apollo's Harp,,8787629
48,12 Kuzar Events Rune Axe,Mythril Knife,,8787629
49,12 Kuzar Events Sage's Staff,Bolt Black Magic Progressive,,8787629
50,12 Kuzar Events Sasuke,Fire Rod,,8787629
51,12 Kuzar Events Yoichi Bow,DiamndPlt,,8787629
52,Shiva Shiva,Bronze Helm,,8787629
53,Ifrit Ifrit,Ice Sword Magic Progressive,,8787629
54,Water Crystal Samurai,Plumed Hat,,8787629
55,Water Crystal Berserker,DblLance,,8787629
56,Water Crystal MysticKnight,Ancient Sword,,8787629
57,Water Crystal TimeMage,DragonFang,,8787629
58,Water Crystal Summoner,Sage's Staff,,8787629
59,Brave Blade Brave Blade,Bolt Sword Magic Progressive,,8787629
60,Chicken Knife Chicken Knife,Chicken Knife,,8787629
61,Tycoon Castle Cabin Cabin,Haste->Exit->Hast2->Quick,,8787629
62,Walse Tower Chest GoGo,Condemn->Roulette->AquaRake,,8787629
63,Pyramid Top Pyramid Tablet,Mute->Psych->Holy Sword,,8787629
64,Toad Event Toad,GrnBeret,,8787629
65,Aegis Shield Chest Aegis Shield,White Robe,,8787629
66,Lone Wolf Barrel Cabin,Leather Armor,,8787629
67,Lone Wolf Chest Thunder Whip,Silver Harp,,8787629
68,Moat Item Epee,Sylph->Crbnkl->Phenix->Syldra,,8787629
69,Shop Backdoor Lamia Harp,Earth Hammer,,8787629
70,Top of the Falls Magic Lamp,Magic Lamp,,8787629
71,Wind Shrine Chest Broadsword,300 gil,,8787629
72,Beginner's House Chest Ether,Antdt->Image->Heal,,8787629
73,Beginner's House Chest 100,Scan->Charm->Holy,,8787629
74,Beginner's House Chest Potion,Venom Rod,,8787629
75,Beginner's House Chest Phoenix Down,MgcSword Ability Progressive,,8787629
76,Beginner's House Chest Tent,Toad->Bio->Flare,,8787629
77,Beginner's House Chest Leather Shoes,Black Robe,MIB,8787629
78,Pirate's Cave Chest Leather Cap,Elf Cape,,8787629
79,Pirate's Cave Chest Tent,150 gil,,8787629
80,Pirate's Cave Chest Ether,Giant Drink,,8787629
81,Pirate's Cave Chest 300,RegalCut,,8787629
82,Wind Shrine Chest Tent,Wonder Wand,,8787629
83,Wind Shrine Chest Leather Cap,2000 gil,,8787629
84,Wind Shrine Chest Staff,Analyze,,8787629
85,Tule Barrel 150,Condemn->Roulette->AquaRake,,8787629
86,Tule Box Leather Shoes,Vampire->MindBlst->WhiteWind,,8787629
87,Tule Barrel Potion,Wizard Rod,,8787629
88,Tule Box Tent,RisingSun,,8787629
89,Tule Bush Phoenix Down,Regen->Float->Reset->Xzone,,8787629
90,Ship Graveyard Chest Flail,Aero Blue Magic Progressive,,8787629
91,Ship Graveyard Chest Phoenix Down,Preemptive,,8787629
92,Ship Graveyard Chest Tent,Black Ability Progressive,,8787629
93,Ship Graveyard Box 990,Dimen Ability Progressive,,8787629
94,Ship Graveyard Chest Potion,Thief's Glove,,8787629
95,Ship Graveyard Chest Antidote,Epee Sword,,8787629
96,Carwen Barrel Antidote,2500 gil,,8787629
97,Carwen Box Ice Rod,1000 gil,,8787629
98,Carwen Pot 1000,Flash->Time Slip->DethClaw,,8787629
99,North Mountain Chest Soft,Elixir,,8787629
100,North Mountain Chest Phoenix Down,RedMage Job Crystal,,8787629
101,Walse Town Pot Glasses,Pray,,8787629
102,Tycoon Castle Pot Hi-Potion,Maiden's Kiss,,8787629
103,Tycoon Castle Pot Ether,Earth Hammer,,8787629
104,Tycoon Castle Barrel Elixir,Elixir,,8787629
105,Tycoon Castle Barrel Phoenix Down,Leather Armor,,8787629
106,Tycoon Castle Barrel Cabin,Thief Job Crystal,,8787629
107,Tycoon Castle Pot Elixir,DoomCut,,8787629
108,Tycoon Castle Pot Phoenix Down,Dimen Ability Progressive,,8787629
109,Tycoon Castle Pot Maiden's Kiss,ManEater,,8787629
110,Tycoon Castle Chest Shuriken,Knight Job Crystal,,8787629
111,Tycoon Castle Chest Giyaman,2000 gil,,8787629
112,Tycoon Castle Chest Katana,Katana,,8787629
113,Walse Castle Chest Elf Cape,FrogSong->TinySong->MoonFlut,,8787629
114,Walse Castle Pot 1000,Ice Sword Magic Progressive,,8787629
115,Walse Castle Pot Drag,Geomancer Job Crystal,,8787629
116,Walse Castle Box 490,DoomCut,,8787629
117,Walse Castle Barrel Tent,Iron Helm,,8787629
118,Walse Castle Barrel Phoenix Down,Cabin,,8787629
119,Walse Tower Chest Silk robe,Antdt->Image->Heal,,8787629
120,Walse Tower Chest Maiden's Kiss,Diamond Helm,,8787629
121,Walse Tower Chest Silver Armlet,DarkSuit,,8787629
122,Walse Tower Chest Ether,Void->Demi->Qrter->Old,,8787629
123,Tycoon Meteor Chest Phoenix Down,Rune Axe,,8787629
124,Karnak Castle Chest Gungnir,Guardian,MIB,8787629
125,Karnak Castle Chest Thunder Scroll,Iron Shield,MIB,8787629
126,Karnak Castle Chest 2000,Cabin,MIB,8787629
127,Karnak Castle Chest Elixir,Flametongue,MIB,8787629
128,Karnak Castle Chest Ribbon,Bard's Surplice,MIB,8787629
129,Karnak Castle Chest Shuriken,Flame Ring,MIB,8787629
130,Karnak Castle Chest Elf Cape,Silver Plate,MIB,8787629
131,Karnak Castle Chest Guardian,Judgement Staff,MIB,8787629
132,Karnak Town Barrel Fire Rod,Maiden's Kiss,,8787629
133,Steamship Chest Cabin,12000 gil,,8787629
134,Steamship Chest Phoenix Down,Avis Killer,,8787629
135,Steamship Chest Elixir,10000 gil,,8787629
136,Steamship Chest GrnBeret,Agility,,8787629
137,Steamship Chest Thief's Glove,Bolt Sword Magic Progressive,,8787629
138,Ancient Library Chest Ether,Slow->Stop->Slow2,,8787629
139,Ancient Library Chest Phoenix Down,20000 gil,,8787629
140,Ancient Library Chest Stealth Suit,Cover,,8787629
141,Jacole Cave Chest Shuriken,990 gil,,8787629
142,Jacole Cave Chest Tent,100 gil,,8787629
143,Ruined City Chest Shuriken,Conjure,,8787629
144,Ruined City Chest Size,Bard's Surplice,,8787629
145,Flying Lonka Ruins Chest Golden Armor,Diamond Armor,,8787629
146,Flying Lonka Ruins Chest Elixir,990 gil,,8787629
147,Flying Lonka Ruins Chest Phoenix Down,Giyaman,,8787629
148,Flying Lonka Ruins Chest Golden Shield,9000 gil,,8787629
149,Steamship Chest Mythril Glove,5000 gil,,8787629
150,Steamship Chest Full Moon,Ice Black Magic Progressive,,8787629
151,Flying Lonka Ruins Chest Hi-Potion,Red1->Red2->Red3->X-Magic,,8787629
152,Flying Lonka Ruins Chest 5000,Giant Drink,,8787629
153,Flying Lonka Ruins Chest Shuriken,Blue,,8787629
154,Flying Lonka Ruins Chest Ancient Sword,Mimic Job Crystal,,8787629
155,Flying Lonka Ruins Chest Full Moon,15000 gil,,8787629
156,Flying Lonka Ruins Chest Power Wrist,1000 gil,,8787629
157,Flying Lonka Ruins Chest Ether,Tent,,8787629
158,Flying Lonka Ruins Chest Cabin,5000 gil,,8787629
159,Exdeath's Castle Chest Ether,Power Wrist,,8787629
160,Exdeath's Castle Chest Diamond Shield,Lillith Rod,,8787629
161,Exdeath's Castle Chest Ice Shield,Capture,,8787629
162,Exdeath's Castle Chest Elixir,Rainbow Dress,,8787629
163,Exdeath's Castle Chest Gale Bow,Power Drink,,8787629
164,Exdeath's Castle Chest IceBrand,Equip Rods,,8787629
165,Exdeath's Castle Chest Kotetsu,Evade,,8787629
166,Exdeath's Castle Chest 9900,Crystal Shield,,8787629
167,Exdeath's Castle Chest 8000,25000 gil,,8787629
168,Exdeath's Castle Chest DblLance,Soot,,8787629
169,Exdeath's Castle Chest Partisan,White Ability Progressive,,8787629
170,Exdeath's Castle Chest Pinwheel,Mythril Hammer,,8787629
171,Moogle Cave Chest 4400,9500 gil,,8787629
172,Moogle Cave Chest Phoenix Down,9000 gil,,8787629
173,Moogle Village Chest Cabin,Magic Lamp,,8787629
174,Moogle Village Chest Dancing Dagger,25000 gil,,8787629
175,Moogle Village Chest 1,GilToss,,8787629
176,Moogle Village Chest 10000,Mythril Staff,,8787629
177,Moogle Village Chest Phoenix Down,Venom Axe,,8787629
178,Moogle Village Chest Ether,Elixir,,8787629
179,Moogle Village Chest Elf Cape,White Ability Progressive,,8787629
180,Bal Castle Chest Angel Gwn,HiPotion,,8787629
181,Bal Castle Chest Hero Drink,5000 gil,,8787629
182,Bal Castle Chest Exit,DragonFang,,8787629
183,Hiryuu Valley Skull Bone Mail,Ribbon,,8787629
184,Hiryuu Valley Chest 5000,8000 gil,,8787629
185,Hiryuu Valley Chest Cabin,4900 gil,,8787629
186,Hiryuu Valley Chest 7000,Broadsword,,8787629
187,Hiryuu Valley Chest Coronet,Mute->Size->Bersk,,8787629
188,Hiryuu Valley Chest Air Blade,Gold Hairpin,,8787629
189,Hiryuu Valley Chest Phoenix Down,Broadsword,,8787629
190,Surgate Castle Chest 5000,Venom->Drain->Break Sword,,8787629
191,Surgate Castle Chest Float,490 gil,,8787629
192,Barrier Tower Chest Drain Sword,Air Blade,,8787629
193,Barrier Tower Chest 9000,Excailbur,MIB,8787629
194,Barrier Tower Chest 18000,Dream Harp,,8787629
195,Barrier Tower Chest Gold Hairpin,Silver Armlet,MIB,8787629
196,Mua Town Barrel Guardian,2500 gil,,8787629
197,Mua Forest Chest 2500,Haste->Exit->Hast2->Quick,,8787629
198,Mua Forest Chest Ether,2000 gil,,8787629
199,Mua Forest Chest 4900,Void->Demi->Qrter->Old,,8787629
200,Mua Forest Chest Phoenix Down,10000 gil,,8787629
201,Mua Forest Chest 9500,Thunder Bow,,8787629
202,Mua Forest Chest Soot,Kick,,8787629
203,Mua Forest Chest Flametongue,Golem,,8787629
204,Mua Forest Chest Cabin,Cabin,,8787629
205,Mua Forest Chest Giant Drink,Dragoon Job Crystal,,8787629
206,Mua Forest Chest Elixir,Elixir,,8787629
207,Mua Forest Chest Morning Star,9900 gil,,8787629
208,Solitary Island Chest Ether,Haste->Exit->Hast2->Quick,,8787629
209,Solitary Island Chest DragonFang,Power Drink,,8787629
210,Pyramid Chest Elixir,Angel Ring,,8787629
211,Pyramid Chest Black Robe,Tempest,MIB,8787629
212,Pyramid Chest Thornlet,Potion,,8787629
213,Pyramid Chest DarkMatter,ManEater,MIB,8787629
214,Pyramid Chest Crystal Armor,Bronze Helm,MIB,8787629
215,Pyramid Chest Cursed Ring,Water Scroll,MIB,8787629
216,Pyramid Chest Ice Shield,Silver Armlet,MIB,8787629
217,Pyramid Chest Flame Shield,Stealth Suit,,8787629
218,Pyramid Chest White Robe,Shuriken,,8787629
219,Pyramid Chest DarkSuit,Elf Cape,,8787629
220,Pyramid Chest 9000,Angel Gwn,MIB,8787629
221,Pyramid Chest 8000,Gale Bow,,8787629
222,Pyramid Chest Earth Hammer,Ancient Sword,MIB,8787629
223,Pyramid Chest 10000,Ramuh,MIB,8787629
224,Pyramid Chest Cabin,Black Ability Progressive,,8787629
225,Pyramid Chest 12000,Crystal Helm,,8787629
226,Pyramid Chest Guard Ring,BeastKiller,,8787629
227,Pyramid Chest Ribbon,Tent,MIB,8787629
228,Pyramid Chest Gold Hairpin,Defender Sword,,8787629
229,Solitary Island Chest 12000,Diamond Shield,MIB,8787629
230,Solitary Island Chest Hi-Potion,LuckMallet,,8787629
231,Solitary Island Chest Protect Drink,Genji Armor,,8787629
232,Solitary Island Chest BeastKiller,MgcSword Ability Progressive,,8787629
233,Solitary Island Chest RisingSun,Javelin,,8787629
234,Solitary Island Chest Guard Ring,IceBrand,,8787629
235,Solitary Island Chest Crystal Helm,????->Fusion->Exploder->DrkShock,,8787629
236,Solitary Island Chest 9000,L4Qrter->L3Flare->L2Old->L5Doom,,8787629
237,Solitary Island Chest Elixir,DrgnCrest,,8787629
238,Solitary Island Chest DarkMatter,Partisan,,8787629
239,Solitary Island Chest Circlet,Jump,,8787629
240,Fork Tower L. Chest Ether,8000 gil,,8787629
241,Fork Tower L. Chest Wonder Wand,Plumed Hat,,8787629
242,Fork Tower R. Chest Hi-Potion,????->Fusion->Exploder->DrkShock,,8787629
243,Fork Tower R. Chest Defender Sword,12000 gil,,8787629
244,Great Trench Chest Water Scroll,10000 gil,,8787629
245,Great Trench Chest Flame Ring,1000 gil,,8787629
246,Great Trench Chest DragonFang,Silk robe,,8787629
247,Great Trench Chest Ether,Diamond Armor,,8787629
248,Great Trench Chest Phoenix Down,Brawl,,8787629
249,Great Trench Chest Kaiser Knuckles,18000 gil,,8787629
250,Istory Falls Chest Ether,Angel Ring,,8787629
251,Istory Falls Chest TurtleShell,Flametongue,,8787629
252,Istory Falls Chest Air Lance,1000 gil,,8787629
253,Istory Falls Chest Giant Drink,Ice Black Magic Progressive,,8787629
254,Istory Falls Chest RuneEdge,Regen->Float->Reset->Xzone,,8787629
255,Istory Falls Chest Guard Ring,BeastKiller,,8787629
256,Istory Falls Chest Wall Ring,4400 gil,,8787629
257,Istory Falls Chest Phoenix Down,Slumber Sword,,8787629
258,Istory Falls Chest Enhancer,FrogSong->TinySong->MoonFlut,,8787629
259,Istory Falls Chest 12000,Thunder Rod,,8787629
260,Istory Falls Chest Artemis Bow,15000 gil,,8787629
261,Istory Falls Chest Pinwheel,Power Staff,,8787629
262,Istory Falls Chest Aegis Shield,Murasume,,8787629
263,Istory Falls Chest Giant's Axe,Summon Ability Progressive,,8787629
264,Phoenix Tower Pot 5000,2000 gil,,8787629
265,Phoenix Tower Pot Phoenix Down,Coronet,MIB,8787629
266,Phoenix Tower Pot 10000,Shoat,,8787629
267,Phoenix Tower Pot 15000,DblLance,MIB,8787629
268,Phoenix Tower Pot 20000,Golden Armor,,8787629
269,Phoenix Tower Pot Avis Killer,Revivify,MIB,8787629
270,Phoenix Tower Pot 25000,Power Staff,MIB,8787629
271,Mirage Village Barrel Thief Knife,9000 gil,,8787629
272,Rift (Ruins) Chest Ether,12000 gil,,8787629
273,Rift (Ruins) Chest Cabin,Soft,,8787629
274,Rift (Ruins) Chest Elixir,Throw,,8787629
275,Rift (Ruins) Chest DarkMatter,Eyedrop,,8787629
276,Rift (Ruins) Chest Drain Sword,2000 gil,,8787629
277,Rift (Forest) Chest DragonFang,Charm->Hero@Song,,8787629
